退職,年齢,出張頻度,通勤距離,最終学歴,社員番号,職場環境の満足度,労働意欲,査定ランク,仕事への満足度,月給(ドル),転職回数,昇給率,能力評価,人間関係の満足度,ストックオプション,社会人歴,昨年の研修時間,ワークライフバランス,在職年数,現在の役職年数,昇進からの経過年数,現在の上司になってからの年数,残業_有,性別_男性,配偶者_離婚,配偶者_結婚,配偶者_独身,部署_人事,部署_研究開発,部署_営業,専攻_経営,専攻_科学,専攻_医学,専攻_工学,専攻_人事,専攻_その他,役職_経営層,役職_管理職,役職_主任,役職_一般
No,43,1,6,4,661,2,2,4,4,16627,4,14,3,3,1,21,3,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
No,38,1,1,1,662,3,3,1,1,2619,3,17,3,4,0,8,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,43,2,9,5,663,4,3,2,3,5679,3,13,3,2,1,10,3,3,8,7,4,7,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,48,1,1,4,664,4,2,4,1,15402,7,11,3,1,1,21,3,1,3,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
No,44,1,1,4,665,1,2,2,3,5985,4,11,3,2,0,10,1,4,2,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
No,34,1,14,3,666,3,3,1,3,2579,1,18,3,4,2,8,3,3,8,2,0,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Yes,27,1,2,1,667,3,3,1,1,3041,0,11,3,2,1,5,3,3,4,3,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
No,21,1,22,1,669,3,3,1,3,3447,1,11,3,3,0,3,2,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
No,44,1,3,4,671,4,3,5,4,19513,4,12,3,1,1,26,2,4,2,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
No,22,1,6,1,675,1,3,1,3,2773,0,20,4,4,0,3,3,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,33,1,8,4,677,3,3,2,3,7104,0,12,3,4,0,6,3,3,5,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,32,1,9,4,679,1,3,2,4,6322,1,12,3,4,1,6,2,2,6,4,0,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,30,2,3,3,680,3,3,1,3,2083,1,20,4,3,1,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,53,1,1,1,682,4,3,2,1,8381,7,20,4,4,0,18,2,4,14,7,8,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,34,1,1,5,683,2,3,1,4,2691,1,12,3,4,1,10,4,2,10,9,8,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,45,2,26,4,684,1,3,2,1,4286,2,14,3,4,2,5,4,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,26,1,6,3,686,3,3,1,4,2659,1,13,3,3,1,3,2,3,3,2,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,37,1,3,3,689,3,3,3,3,9434,1,15,3,3,1,10,2,3,10,7,7,8,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
No,29,1,3,2,690,2,3,2,3,5561,1,14,3,1,1,6,5,2,6,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,35,1,6,4,691,2,1,2,4,6646,1,13,3,2,0,17,3,3,17,11,11,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,2,6,3,692,3,3,2,4,7725,3,23,4,3,1,15,2,1,13,11,4,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,54,1,19,4,698,3,3,3,2,10725,2,15,3,3,1,16,1,4,9,7,7,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
No,36,1,9,2,699,2,2,2,2,8847,2,11,3,3,1,13,2,3,3,2,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,27,1,3,4,700,1,2,1,4,2045,0,13,3,4,0,5,0,3,4,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,20,1,10,1,701,4,3,1,3,1009,1,11,3,4,0,1,5,3,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,33,2,3,3,702,1,3,1,1,3348,1,11,3,1,0,10,3,3,10,8,9,7,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,35,0,3,3,704,3,2,1,3,1281,1,18,3,3,2,1,3,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,23,1,4,3,705,1,4,1,1,2819,2,16,3,1,1,5,3,4,3,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,25,1,8,3,707,4,4,2,2,4851,0,22,4,3,1,4,4,3,3,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,38,1,7,4,709,4,2,2,4,4028,0,20,4,1,0,8,2,3,7,7,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,29,2,1,4,710,2,1,1,4,2720,1,18,3,4,1,10,5,3,10,7,2,8,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,48,1,2,1,712,2,4,2,2,8120,3,12,3,4,0,12,3,3,2,2,2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,27,2,3,1,714,4,4,2,4,4647,1,20,4,2,2,6,3,3,6,5,0,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,37,1,10,2,715,4,4,1,4,4680,3,17,3,1,0,4,2,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,50,1,28,1,716,4,4,1,3,3221,1,11,3,3,3,20,3,3,20,8,3,8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,34,1,9,3,717,4,2,3,2,8621,1,14,3,2,0,9,3,4,8,7,7,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Yes,24,1,3,2,720,1,3,2,3,4577,9,14,3,1,0,4,3,3,2,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,39,1,2,4,721,4,2,2,3,4553,1,11,3,1,0,20,4,3,20,7,11,10,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
No,32,1,10,3,722,4,3,2,4,5396,1,12,3,4,0,10,2,2,10,7,0,8,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,50,2,8,2,723,2,3,2,3,6796,3,14,3,1,1,18,4,3,4,3,1,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
No,38,1,1,4,724,2,4,2,4,7625,0,13,3,3,0,10,4,2,9,7,1,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,27,1,1,2,725,3,3,3,1,7412,1,11,3,4,0,9,3,3,9,7,0,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,32,1,3,2,727,3,3,3,4,11159,3,15,3,4,0,10,6,3,7,7,7,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,47,1,14,4,728,4,3,2,1,4960,2,12,3,4,0,20,2,3,7,7,1,7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,40,2,5,4,729,4,2,3,1,10475,5,21,4,3,1,20,2,3,18,13,1,12,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,53,1,7,3,730,3,4,4,3,14814,3,19,3,3,0,32,3,3,5,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,41,1,10,4,731,2,2,5,4,19141,3,15,3,2,3,23,2,2,21,6,12,6,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
No,60,1,16,4,732,1,3,2,1,5405,8,14,3,4,0,10,1,3,2,2,2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,27,2,10,2,733,4,3,3,1,8793,1,21,4,3,2,9,4,2,9,7,1,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,41,1,1,3,734,4,2,5,3,19189,1,12,3,2,1,22,3,3,22,7,2,10,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
No,50,1,8,4,738,4,3,1,2,3875,7,15,3,4,1,4,2,3,2,2,2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Yes,28,1,1,2,741,1,1,1,2,2216,7,13,3,4,0,10,4,3,7,7,3,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,0,8,3,742,1,4,3,1,11713,9,14,3,1,1,10,2,3,8,7,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,38,1,1,3,743,3,3,3,3,7861,4,14,3,4,0,10,4,4,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,44,0,24,3,744,1,1,1,3,3708,2,14,3,3,0,9,5,3,5,2,1,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,47,2,3,3,746,4,3,4,3,13770,9,12,3,4,2,28,2,2,22,2,11,13,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,30,1,27,5,747,3,3,2,4,5304,7,23,4,4,1,10,2,2,8,7,7,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,29,1,10,3,749,3,3,1,3,2642,1,11,3,3,0,1,6,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Yes,42,2,19,3,752,3,4,1,3,2759,6,12,3,4,0,7,2,3,2,2,2,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,43,2,15,3,754,4,2,2,4,6804,3,18,3,3,1,7,5,3,2,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,34,1,8,2,757,2,3,2,3,6142,3,11,3,4,0,10,2,3,5,1,4,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
No,23,1,9,1,758,2,3,1,1,2500,1,14,3,4,1,5,2,4,4,3,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,39,1,3,3,760,3,4,2,2,6389,9,15,3,3,1,12,3,1,8,3,3,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,56,1,9,3,762,3,3,4,4,11103,7,11,3,3,0,30,1,2,10,7,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,40,1,2,1,763,4,2,1,4,2342,0,20,4,4,0,5,2,2,4,2,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,27,1,7,3,764,4,2,2,1,6811,8,19,3,1,0,9,2,1,7,6,0,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
No,29,1,10,3,766,4,3,1,2,2297,1,14,3,4,2,2,2,3,2,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
No,53,1,6,3,769,4,3,2,4,2450,2,17,3,4,0,19,4,3,2,2,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,35,0,2,4,771,4,3,2,1,5093,2,11,3,1,1,16,2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,32,2,24,4,772,1,3,2,4,5309,1,15,3,4,2,10,2,3,10,8,4,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,38,1,2,5,773,4,3,1,3,3057,6,13,3,2,1,6,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,34,1,8,5,775,2,3,2,1,5121,3,14,3,3,1,7,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,52,1,3,4,776,3,2,4,1,16856,1,11,3,1,0,34,3,4,34,6,1,16,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Yes,33,1,1,4,780,4,3,1,4,2686,1,13,3,3,0,10,2,2,10,9,7,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,25,1,26,1,781,3,3,2,4,6180,1,23,4,2,0,6,5,2,6,5,1,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,45,1,2,2,783,2,1,2,3,6632,0,13,3,1,0,9,3,3,8,7,3,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
No,23,1,10,1,784,1,4,1,3,3505,1,18,3,4,0,2,3,3,2,2,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,47,2,27,2,785,2,4,2,3,6397,4,12,3,4,0,8,2,3,5,4,1,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,34,1,2,3,786,4,3,2,4,6274,1,22,4,3,0,6,5,3,6,5,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
Yes,55,1,2,3,787,4,3,5,1,19859,5,13,3,4,1,24,2,3,5,2,1,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
No,36,0,8,4,789,1,2,3,1,7587,1,15,3,2,0,10,1,3,10,7,0,9,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,52,0,19,4,791,4,3,1,4,4258,0,18,3,1,1,5,3,3,4,3,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,26,2,1,2,792,1,1,1,4,4364,3,14,3,1,1,5,2,3,2,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,29,1,27,3,793,2,3,2,3,4335,4,12,3,1,1,11,3,2,8,7,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Yes,26,1,8,3,796,4,2,2,1,5326,6,17,3,3,0,6,2,2,4,3,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
No,34,1,1,4,797,2,4,1,4,3280,2,16,3,3,0,10,2,3,4,2,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,54,1,19,4,799,4,3,2,1,5485,9,11,3,2,2,9,4,3,5,3,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,27,2,8,1,800,3,3,2,4,4342,0,19,3,2,1,5,3,3,4,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,37,1,10,1,802,4,3,1,1,2782,0,13,3,2,2,6,3,2,5,3,4,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,38,2,2,4,803,1,4,2,1,5980,6,12,3,4,0,17,2,3,15,7,4,12,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,34,1,2,4,804,3,2,1,1,4381,1,11,3,3,0,6,3,3,6,5,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,35,1,8,4,805,1,3,1,4,2572,1,16,3,2,1,3,1,2,3,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,30,1,1,3,806,4,1,1,3,3833,3,21,4,3,2,7,2,3,2,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,40,2,2,2,807,3,4,2,2,4244,1,24,4,4,1,8,2,3,8,7,3,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,34,1,8,2,808,3,3,2,1,6500,5,17,3,2,1,6,1,3,3,2,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,42,2,8,3,809,2,3,5,4,18430,1,13,3,2,1,24,4,2,24,7,14,9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Yes,23,1,6,3,811,3,4,1,1,1601,1,21,4,3,2,1,2,3,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,24,0,9,3,812,3,2,1,2,2694,1,11,3,3,3,1,4,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,52,1,11,4,813,4,3,2,3,3149,8,20,4,2,1,9,3,3,5,2,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,50,1,2,3,815,3,3,4,3,17639,5,16,3,4,0,30,3,3,4,3,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,29,1,1,2,816,2,2,1,1,2319,1,11,3,4,1,1,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,1,7,3,817,3,3,3,3,11691,0,11,3,4,0,14,3,4,13,9,3,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,33,1,16,3,819,1,3,2,1,5324,5,15,3,3,0,6,3,3,3,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
No,47,1,2,2,820,3,3,4,4,16752,1,11,3,3,1,26,3,2,26,14,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
No,36,1,1,3,823,3,3,2,2,5228,0,15,3,1,1,10,2,3,9,7,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
No,29,1,23,2,824,3,4,1,3,2700,1,24,4,3,1,10,3,3,10,7,0,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,58,1,2,4,825,4,3,5,2,19246,7,12,3,4,0,40,2,3,31,15,13,8,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,35,1,1,4,826,4,4,1,3,2506,3,13,3,3,0,7,0,3,2,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,1,2,827,4,2,2,4,6062,9,13,3,4,1,8,4,3,4,3,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,28,1,2,4,828,3,3,1,3,4382,6,17,3,4,0,5,3,2,2,2,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,36,1,13,3,829,3,3,1,2,2143,4,13,3,2,1,8,2,3,5,2,0,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,32,1,4,3,830,3,2,2,3,6162,1,12,3,3,1,14,3,3,14,13,6,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,40,2,16,4,832,1,2,2,3,5094,6,14,3,4,0,10,6,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,1,2,3,833,3,2,2,4,6877,5,24,4,2,0,12,4,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,45,1,2,3,834,2,2,1,3,2274,1,14,3,4,0,1,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,29,3,836,2,3,2,2,4434,1,13,3,4,1,10,3,2,9,8,7,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,38,2,12,3,837,1,2,2,1,6288,2,15,3,3,1,13,3,2,4,3,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,34,2,16,4,838,3,2,1,4,2553,1,16,3,3,0,6,3,3,5,2,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,49,1,11,3,840,3,3,3,4,7654,1,18,3,1,2,9,3,4,9,8,7,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,55,1,2,1,842,3,3,2,4,5160,4,16,3,3,0,12,3,2,9,7,7,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,43,1,14,2,843,2,3,4,1,17159,6,24,4,3,1,22,3,3,4,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,27,1,5,1,844,3,2,3,4,12808,1,16,3,2,1,9,3,3,9,8,0,8,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,35,1,7,3,845,3,3,3,3,10221,3,21,4,2,0,17,3,4,8,5,1,6,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
No,28,1,2,4,846,2,3,2,2,4779,1,20,4,1,0,8,2,3,8,7,7,5,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,34,1,3,2,847,3,3,1,4,3737,0,19,3,3,1,4,1,1,3,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Yes,26,2,5,2,848,3,2,1,3,2366,1,14,3,1,1,8,2,3,8,7,1,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,27,0,3,3,850,4,3,1,4,1706,1,11,3,3,3,0,6,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,51,1,26,4,851,1,3,4,3,16307,2,14,3,3,1,29,2,2,20,6,4,17,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,44,1,4,3,852,4,3,2,2,5933,9,12,3,4,0,10,2,2,5,2,2,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
No,25,1,2,1,854,1,4,1,1,3424,7,13,3,3,0,6,3,2,4,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,33,1,1,3,855,1,4,2,1,4037,1,22,4,1,1,9,5,3,9,8,0,8,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,35,1,27,1,856,3,2,1,1,2559,1,11,3,4,0,6,3,2,6,5,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,36,1,1,2,857,2,3,2,4,6201,1,14,3,4,1,18,1,2,18,14,4,11,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,32,1,13,4,859,2,3,2,4,4403,2,11,3,3,1,8,3,2,5,2,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,30,2,5,4,861,2,2,1,4,3761,9,12,3,2,1,10,3,2,5,4,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,53,1,7,2,862,1,2,3,4,10934,7,18,3,4,1,35,3,3,5,2,0,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,45,1,9,3,864,4,3,3,1,10761,4,12,3,3,1,18,2,3,5,4,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,32,1,8,2,865,3,4,2,3,5175,5,12,3,3,1,9,3,2,5,3,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,52,2,25,4,867,3,2,4,4,13826,3,22,4,3,0,31,3,3,9,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,37,1,16,4,868,4,2,2,3,6334,4,19,3,4,2,9,2,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,28,1,8,2,869,2,2,1,4,4936,1,13,3,4,1,6,6,3,5,1,0,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
No,22,1,1,2,872,4,2,2,4,4775,6,22,4,1,2,4,2,1,2,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,44,1,8,4,874,1,4,1,4,2818,2,24,4,3,1,10,2,2,3,2,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,2,2,1,875,2,3,1,4,2515,5,14,3,4,0,8,2,3,2,1,2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,36,1,8,3,878,1,2,1,1,2342,0,21,4,3,0,6,3,3,5,4,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
No,25,1,3,1,879,3,3,2,1,4194,1,18,3,4,0,5,3,3,5,3,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
No,35,1,9,3,880,4,2,3,3,10685,1,20,4,2,1,17,2,3,17,14,5,15,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Yes,35,2,25,4,881,4,3,1,2,2022,1,19,3,1,1,10,3,2,10,2,7,8,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,32,0,1,3,882,4,3,1,4,2314,0,12,3,2,1,4,2,3,3,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,25,1,4,1,885,3,2,2,1,4256,1,12,3,1,0,5,1,4,5,2,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,49,1,1,3,887,3,3,1,1,3580,2,16,3,2,1,7,2,3,4,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,24,0,4,1,888,1,2,1,4,3162,0,17,3,4,0,6,2,2,5,2,3,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,32,2,5,2,889,2,3,2,2,6524,1,14,3,4,1,10,3,3,10,8,5,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,38,1,9,3,893,2,2,1,2,2899,0,19,3,4,1,3,3,3,2,2,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
No,42,1,3,3,894,3,4,2,4,5231,2,13,3,2,1,17,1,2,5,3,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,31,1,11,4,895,4,3,1,4,2356,3,19,3,2,1,8,2,3,6,4,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,29,1,1,3,896,2,2,1,3,2800,6,19,3,3,3,5,3,3,3,2,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
No,53,1,8,3,897,1,3,4,4,11836,5,14,3,3,1,28,3,3,2,0,2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,35,1,25,3,899,4,2,3,2,10903,3,16,3,1,0,16,2,3,13,10,4,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,37,2,21,2,900,3,3,1,4,2973,5,15,3,2,1,10,3,3,5,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
No,53,1,23,4,901,4,3,4,4,14275,6,18,3,3,0,33,0,3,12,9,3,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,43,2,1,3,902,4,3,2,4,5562,4,13,3,2,1,12,2,2,5,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,47,1,2,2,903,3,3,2,4,4537,0,22,4,1,1,8,2,3,7,6,7,7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,37,0,19,2,904,1,3,3,2,7642,1,13,3,4,0,10,2,3,10,0,0,9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
